CustomerKey,RentalKey,FilmKey,DateKey,Category,Rating,Amount,StoreID,DayOfWeek,WeekOfYear,Month
496,11754,575,13201,Action,G,3.99,1,6,33,8
163,12768,575,14215,Action,G,0.99,2,3,7,2
482,13132,575,14579,Action,G,0.99,1,1,33,8
440,14365,575,15812,Action,G,1.99,2,3,34,8
97,239,719,1435,Music,G,0.99,2,4,24,6
577,2145,719,3596,Music,G,0.99,2,4,27,7
95,2590,719,4041,Music,G,0.99,2,5,27,7
148,6272,719,7719,Music,G,0.99,2,5,30,7
289,8280,719,9727,Music,G,0.99,2,1,30,7
596,13953,719,15400,Music,G,0.99,2,2,34,8
415,14029,719,15476,Music,G,0.99,2,3,34,8
342,313,750,1518,Horror,R,7.99,1,4,24,6
346,1407,750,2763,Horror,R,4.99,2,1,24,6
491,4204,750,5651,Horror,R,4.99,1,1,27,7
461,5162,750,6609,Horror,R,4.99,2,3,28,7
173,5424,750,6871,Horror,R,5.99,1,3,28,7
494,5592,750,7039,Horror,R,7.99,2,4,30,7
533,6104,750,7551,Horror,R,4.99,2,4,30,7
454,7955,750,9402,Horror,R,6.99,1,7,30,7
361,9812,750,11259,Horror,R,6.99,1,3,31,8
153,10187,750,11634,Horror,R,6.99,2,4,33,8
333,13331,750,14778,Horror,R,4.99,1,2,34,8
330,13448,750,14895,Horror,R,4.99,1,2,34,8
311,13520,750,14967,Horror,R,5.99,2,2,34,8
257,709,110,1963,Action,NC-17,0.99,2,6,24,6
556,1602,110,2983,Action,NC-17,0.99,2,2,25,6
581,3163,110,4610,Action,NC-17,0.99,1,6,27,7
475,3801,110,5248,Action,NC-17,0.99,2,7,27,7
405,4664,110,6111,Action,NC-17,1.99,2,2,28,7
308,4806,110,6253,Action,NC-17,0.99,2,2,28,7
40,6915,110,8362,Action,NC-17,1.99,2,6,30,7
268,7608,110,9055,Action,NC-17,3.99,2,7,30,7
50,8814,110,10261,Action,NC-17,0.99,1,2,31,8
584,9514,110,10961,Action,NC-17,0.99,2,3,31,8
370,9936,110,11383,Action,NC-17,1.99,1,3,31,8
324,10096,110,11543,Action,NC-17,0.99,2,4,33,8
284,10186,110,11633,Action,NC-17,0.99,2,4,33,8
12,10195,110,11642,Action,NC-17,0.99,2,3,7,2
395,13153,110,14600,Action,NC-17,0.99,1,1,33,8
245,13205,110,14652,Action,NC-17,0.99,1,1,33,8
485,420,299,1641,Sci-Fi,PG-13,3.99,2,5,24,6
571,1016,299,2324,Sci-Fi,PG-13,2.99,2,7,24,6
355,3295,299,4742,Sci-Fi,PG-13,2.99,2,6,27,7
337,4199,299,5646,Sci-Fi,PG-13,2.99,1,1,27,7
347,4873,299,6320,Sci-Fi,PG-13,2.99,2,2,28,7
323,5061,299,6508,Sci-Fi,PG-13,3.99,1,3,28,7
424,5706,299,7153,Sci-Fi,PG-13,4.99,2,4,30,7
492,5830,299,7277,Sci-Fi,PG-13,6.99,1,4,30,7
553,7821,299,9268,Sci-Fi,PG-13,4.99,2,7,30,7
199,8695,299,10142,Sci-Fi,PG-13,2.99,2,1,30,7
55,9430,299,10877,Sci-Fi,PG-13,5.99,1,3,31,8
456,10712,299,12159,Sci-Fi,PG-13,2.99,1,5,33,8
151,10809,299,12256,Sci-Fi,PG-13,6.99,2,5,33,8
577,12049,299,13496,Sci-Fi,PG-13,3.99,2,7,33,8
220,13136,299,14583,Sci-Fi,PG-13,5.99,1,1,33,8
155,13279,299,14726,Sci-Fi,PG-13,2.99,2,1,33,8
379,857,371,2132,Children,R,7.99,1,6,24,6
194,1510,371,2877,Children,R,2.99,1,2,25,6
452,1533,371,2906,Children,R,3.99,2,2,25,6
104,2396,371,3847,Children,R,4.99,1,4,27,7
170,3616,371,5063,Children,R,2.99,2,7,27,7
394,4771,371,6218,Children,R,2.99,1,2,28,7
472,5461,371,6908,Children,R,5.99,2,3,28,7
173,5671,371,7118,Children,R,6.99,1,4,30,7
153,7559,371,9006,Children,R,5.99,1,7,30,7
143,7569,371,9016,Children,R,7.99,1,7,30,7
12,7841,371,9288,Children,R,6.99,2,7,30,7
163,8274,371,9721,Children,R,7.99,2,1,30,7
114,10204,371,11651,Children,R,7.99,1,4,33,8
411,11214,371,12661,Children,R,2.99,2,3,7,2
107,11394,371,12841,Children,R,2.99,1,6,33,8
230,11980,371,13427,Children,R,4.99,1,6,33,8
264,14469,371,15916,Children,R,7.99,2,3,34,8
458,1404,506,2759,Family,PG,3.99,1,1,24,6
393,1516,506,2887,Family,PG,4.99,2,2,25,6
519,1884,506,3308,Family,PG,0.99,2,3,25,6
97,2009,506,3460,Family,PG,0.99,2,3,25,6
272,2186,506,3637,Family,PG,1.99,1,4,27,7
103,2635,506,4086,Family,PG,6.99,1,5,27,7
377,2866,506,4317,Family,PG,3.99,2,5,27,7
279,2976,506,4427,Family,PG,4.99,2,5,27,7
569,3553,506,5000,Family,PG,0.99,2,7,27,7
203,3847,506,5294,Family,PG,2.99,1,7,27,7
193,3950,506,5397,Family,PG,2.99,2,7,27,7
245,5232,506,6679,Family,PG,2.99,1,3,28,7
292,6110,506,7557,Family,PG,5.99,1,4,30,7
450,6352,506,7799,Family,PG,3.99,2,5,30,7
430,6685,506,8132,Family,PG,1.99,1,5,30,7
22,6745,506,8192,Family,PG,6.99,2,5,30,7
534,7182,506,8629,Family,PG,0.99,2,6,30,7
90,8315,506,9762,Family,PG,0.99,1,1,30,7
514,9955,506,11402,Family,PG,3.99,2,3,31,8
242,9971,506,11418,Family,PG,1.99,1,3,31,8
522,10632,506,12079,Family,PG,4.99,2,4,33,8
461,11414,506,12861,Family,PG,0.99,2,6,33,8
452,11552,506,12999,Family,PG,1.99,1,6,33,8
195,12064,506,13511,Family,PG,0.99,2,7,33,8
344,12414,506,13861,Family,PG,0.99,1,7,33,8
453,13208,506,14655,Family,PG,0.99,1,1,33,8
461,13471,506,14918,Family,PG,3.99,1,2,34,8
91,13609,506,15056,Family,PG,0.99,2,2,34,8
101,48,866,1214,Animation,PG-13,4.99,2,4,24,6
117,1294,866,2636,Animation,PG-13,4.99,1,1,24,6
17,1578,866,2957,Animation,PG-13,7.99,1,2,25,6
194,1870,866,3294,Animation,PG-13,8.99,1,3,25,6
448,2949,866,4400,Animation,PG-13,4.99,2,5,27,7
482,3218,866,4665,Animation,PG-13,10.99,1,6,27,7
186,3372,866,4819,Animation,PG-13,7.99,1,6,27,7
170,5038,866,6485,Animation,PG-13,9.99,2,3,28,7
28,5112,866,6559,Animation,PG-13,5.99,1,3,28,7
160,5434,866,6881,Animation,PG-13,4.99,1,3,28,7
410,6586,866,8033,Animation,PG-13,4.99,2,5,30,7
14,7809,866,9256,Animation,PG-13,9.99,1,7,30,7
194,8123,866,9570,Animation,PG-13,4.99,1,1,30,7
462,8661,866,10108,Animation,PG-13,4.99,2,1,30,7
314,9481,866,10928,Animation,PG-13,7.99,1,3,31,8
100,9814,866,11261,Animation,PG-13,4.99,1,3,31,8
449,10348,866,11795,Animation,PG-13,9.99,2,4,33,8
212,11119,866,12566,Animation,PG-13,5.99,2,5,33,8
73,12209,866,13656,Animation,PG-13,4.99,1,7,33,8
241,12212,866,13659,Animation,PG-13,8.99,1,7,33,8
544,13046,866,14493,Animation,PG-13,4.99,1,1,33,8
337,13621,866,15068,Animation,PG-13,10.99,1,2,34,8
477,2717,913,4168,New,R,4.99,2,5,27,7
128,3202,913,4649,New,R,5.99,1,6,27,7
304,5572,913,7019,New,R,4.99,1,4,30,7
451,6175,913,7622,New,R,0.99,2,5,30,7
185,7711,913,9158,New,R,0.99,1,7,30,7
274,8277,913,9724,New,R,0.99,2,1,30,7
245,8595,913,10042,New,R,4.99,1,1,30,7
100,9003,913,10450,New,R,1.99,1,2,31,8
237,10055,913,11502,New,R,5.99,1,3,33,8
408,12404,913,13851,New,R,6.99,1,7,33,8
546,13477,913,14924,New,R,3.99,1,2,34,8
243,13550,913,14997,New,R,0.99,1,2,34,8
378,13636,913,15083,New,R,0.99,2,2,34,8
208,14172,913,15619,New,R,1.99,2,3,34,8
256,454,121,1679,Classics,R,2.99,2,5,24,6
38,3975,121,5422,Classics,R,5.99,2,7,27,7
16,4267,121,5714,Classics,R,2.99,2,1,27,7
594,5023,121,6470,Classics,R,6.99,1,3,28,7
343,5285,121,6732,Classics,R,2.99,2,3,28,7
285,5713,121,7160,Classics,R,6.99,1,4,30,7
592,5827,121,7274,Classics,R,3.99,2,4,30,7
103,8165,121,9612,Classics,R,2.99,2,1,30,7
29,8842,121,10289,Classics,R,6.99,2,2,31,8
208,9660,121,11107,Classics,R,2.99,1,3,31,8
191,9706,121,11153,Classics,R,6.99,2,3,31,8
213,11111,121,12558,Classics,R,3.99,2,5,33,8
578,11620,121,13067,Classics,R,5.99,1,6,33,8
16,12346,121,13793,Classics,R,3.98,1,3,7,2
242,12817,121,14264,Classics,R,7.99,2,1,33,8
413,13083,121,14530,Classics,R,6.99,2,1,33,8
585,14443,121,15890,Classics,R,6.99,2,3,34,8
87,582,151,1820,Family,NC-17,0.99,1,5,24,6
590,1415,151,2772,Family,NC-17,2.99,1,1,24,6
553,2488,151,3939,Family,NC-17,4.99,2,4,27,7
313,3197,151,4644,Family,NC-17,3.99,1,6,27,7
490,3324,151,4771,Family,NC-17,3.99,1,6,27,7
469,3835,151,5282,Family,NC-17,2.99,2,7,27,7
32,4758,151,6205,Family,NC-17,3.99,1,2,28,7
35,6081,151,7528,Family,NC-17,0.99,2,4,30,7
43,6598,151,8045,Family,NC-17,0.99,1,5,30,7
447,7240,151,8687,Family,NC-17,0.99,1,6,30,7
499,7570,151,9017,Family,NC-17,0.99,1,7,30,7
121,9681,151,11128,Family,NC-17,0.99,2,3,31,8
503,9849,151,11296,Family,NC-17,0.99,2,3,31,8
563,10751,151,12198,Family,NC-17,1.99,1,5,33,8
377,11558,151,13005,Family,NC-17,0.99,2,6,33,8
59,11756,151,13203,Family,NC-17,3.99,1,6,33,8
545,12144,151,13591,Family,NC-17,4.99,1,7,33,8
506,12161,151,13608,Family,NC-17,3.99,2,7,33,8
548,12240,151,13687,Family,NC-17,3.99,2,7,33,8
560,360,910,1570,Drama,PG,1.99,2,5,24,6
434,4007,910,5454,Drama,PG,0.99,2,7,27,7
371,6346,910,7793,Drama,PG,0.99,2,5,30,7
37,8353,910,9800,Drama,PG,0.99,2,1,30,7
321,12719,910,14166,Drama,PG,0.99,2,1,33,8
300,12756,910,14203,Drama,PG,0.99,2,1,33,8
238,874,138,2154,Sports,R,4.99,2,6,24,6
150,997,138,2302,Sports,R,5.99,2,7,24,6
14,1655,138,3044,Sports,R,8.99,2,2,25,6
99,1956,138,3396,Sports,R,4.99,1,3,25,6
79,2139,138,3590,Sports,R,4.99,1,4,27,7
558,2738,138,4189,Sports,R,5.99,2,5,27,7
196,3778,138,5225,Sports,R,4.99,2,7,27,7
310,3855,138,5302,Sports,R,8.99,2,7,27,7
116,5124,138,6571,Sports,R,5.99,1,3,28,7
364,5370,138,6817,Sports,R,2.99,2,3,28,7
372,5957,138,7404,Sports,R,3.99,2,4,30,7
420,6345,138,7792,Sports,R,4.99,2,5,30,7
143,7680,138,9127,Sports,R,2.99,2,7,30,7
138,8337,138,9784,Sports,R,2.99,1,1,30,7
30,9091,138,10538,Sports,R,5.99,2,2,31,8
386,9184,138,10631,Sports,R,3.99,1,2,31,8
536,10021,138,11468,Sports,R,6.99,1,3,31,8
597,10631,138,12078,Sports,R,4.99,1,4,33,8
452,10920,138,12367,Sports,R,2.99,2,5,33,8
367,11157,138,12604,Sports,R,4.99,2,5,33,8
517,11825,138,13272,Sports,R,8.99,2,6,33,8
126,13603,138,15050,Sports,R,2.99,2,2,34,8
455,13849,138,15296,Sports,R,3.99,1,2,34,8
133,14421,138,15868,Sports,R,4.99,1,3,34,8
151,2004,250,3453,Documentary,NC-17,5.99,2,3,25,6
588,2753,250,4204,Documentary,NC-17,5.99,2,5,27,7
366,6717,250,8164,Documentary,NC-17,4.99,2,5,30,7
360,9580,250,11027,Documentary,NC-17,4.99,2,3,31,8
402,11028,250,12475,Documentary,NC-17,4.99,2,5,33,8
451,13967,250,15414,Documentary,NC-17,4.99,2,2,34,8
518,429,499,1651,Family,NC-17,4.99,1,5,24,6
142,1986,499,3431,Family,NC-17,4.99,1,3,25,6
521,4352,499,5799,Family,NC-17,10.99,1,1,27,7
571,5225,499,6672,Family,NC-17,8.99,1,3,28,7
413,6879,499,8326,Family,NC-17,8.99,1,6,30,7
561,7053,499,8500,Family,NC-17,10.99,1,6,30,7
417,11481,499,12928,Family,NC-17,4.99,1,6,33,8
139,12980,499,14427,Family,NC-17,4.99,1,1,33,8
417,158,523,1341,Comedy,NC-17,4.99,2,4,24,6
472,882,523,2163,Comedy,NC-17,2.99,2,6,24,6
522,2985,523,4436,Comedy,NC-17,2.99,2,5,27,7
129,5031,523,6478,Comedy,NC-17,6.99,2,3,28,7
222,6080,523,7527,Comedy,NC-17,8.99,2,4,30,7
330,9717,523,11164,Comedy,NC-17,3.99,2,3,31,8
573,11662,523,13109,Comedy,NC-17,2.99,2,6,33,8
277,14316,523,15763,Comedy,NC-17,3.99,2,3,34,8
587,1018,902,2326,Sports,PG,4.99,2,7,24,6
188,1384,902,2739,Sports,PG,5.99,1,1,24,6
506,1414,902,2770,Sports,PG,7.99,1,1,24,6
598,2496,902,3947,Sports,PG,6.99,1,4,27,7
207,2614,902,4065,Sports,PG,4.99,1,5,27,7
595,2787,902,4238,Sports,PG,4.99,1,5,27,7
416,3476,902,4923,Sports,PG,8.99,1,6,27,7
102,3682,902,5129,Sports,PG,5.99,2,7,27,7
596,4747,902,6194,Sports,PG,4.99,2,2,28,7
350,5551,902,6998,Sports,PG,4.99,2,4,30,7
411,6072,902,7519,Sports,PG,4.99,1,4,30,7
116,7143,902,8590,Sports,PG,4.99,1,6,30,7
299,7286,902,8733,Sports,PG,5.99,1,6,30,7
523,8081,902,9528,Sports,PG,5.99,2,1,30,7
29,8253,902,9700,Sports,PG,4.99,2,1,30,7
575,8879,902,10326,Sports,PG,4.99,1,2,31,8
53,10551,902,11998,Sports,PG,4.99,2,3,7,2
252,11215,902,12662,Sports,PG,4.99,2,5,33,8
135,11303,902,12750,Sports,PG,7.99,1,5,33,8
79,12340,902,13787,Sports,PG,5.99,2,7,33,8
385,13869,902,15316,Sports,PG,4.99,1,2,34,8
294,14222,902,15669,Sports,PG,5.99,1,3,34,8
502,14246,902,15693,Sports,PG,5.99,1,3,34,8
570,221,295,1415,Travel,PG-13,4.99,2,4,24,6
156,1499,295,2866,Travel,PG-13,4.99,1,2,25,6
230,1854,295,3274,Travel,PG-13,7.99,1,3,25,6
376,2881,295,4332,Travel,PG-13,4.99,2,5,27,7
480,4634,295,6081,Travel,PG-13,7.99,2,2,28,7
2,4713,295,6160,Travel,PG-13,7.99,1,2,28,7
1,5294,295,6741,Travel,PG-13,4.99,1,3,28,7
386,5482,295,6929,Travel,PG-13,4.99,2,3,30,7
373,5739,295,7186,Travel,PG-13,4.99,1,4,30,7
231,5882,295,7329,Travel,PG-13,4.99,1,4,30,7
81,7058,295,8505,Travel,PG-13,5.99,2,6,30,7
547,9718,295,11165,Travel,PG-13,5.99,2,3,31,8
173,10899,295,12346,Travel,PG-13,4.99,2,5,33,8
303,11065,295,12512,Travel,PG-13,4.99,2,5,33,8
262,12055,295,13502,Travel,PG-13,5.99,2,7,33,8
548,12278,295,13725,Travel,PG-13,7.99,1,7,33,8
236,13582,295,15029,Travel,PG-13,6.99,1,2,34,8
133,4265,358,5712,Classics,G,1.99,2,1,27,7
87,5780,358,7227,Classics,G,2.99,2,4,30,7
57,6491,358,7938,Classics,G,0.99,2,5,30,7
180,7122,358,8569,Classics,G,2.99,2,6,30,7
210,8471,358,9918,Classics,G,0.99,2,1,30,7
524,11682,358,13129,Classics,G,2.99,2,6,33,8
393,12917,358,14364,Classics,G,0.99,2,1,33,8
242,13033,358,14480,Classics,G,2.99,2,1,33,8
13,14540,358,15987,Classics,G,0.99,2,3,34,8
467,568,531,1806,Comedy,G,7.99,1,5,24,6
98,812,531,2081,Comedy,G,2.99,1,6,24,6
330,2522,531,3973,Comedy,G,2.99,1,4,27,7
396,2731,531,4182,Comedy,G,5.99,1,5,27,7
288,4947,531,6394,Comedy,G,2.99,1,2,28,7
447,7472,531,8919,Comedy,G,3.99,1,7,30,7
315,7867,531,9314,Comedy,G,6.99,1,7,30,7
49,7951,531,9398,Comedy,G,7.99,1,7,30,7
526,8125,531,9572,Comedy,G,6.99,1,1,30,7
262,10876,531,12323,Comedy,G,6.99,1,5,33,8
219,11030,531,12477,Comedy,G,2.99,1,5,33,8
428,12835,531,14282,Comedy,G,3.99,1,1,33,8
241,13121,531,14568,Comedy,G,2.99,1,1,33,8
379,2305,905,3756,Comedy,PG-13,4.99,1,4,27,7
160,2819,905,4270,Comedy,PG-13,4.99,1,5,27,7
438,3635,905,5082,Comedy,PG-13,4.99,1,7,27,7
260,7754,905,9201,Comedy,PG-13,6.99,1,7,30,7
336,7910,905,9357,Comedy,PG-13,4.99,1,7,30,7
422,7926,905,9373,Comedy,PG-13,4.99,1,7,30,7
589,10530,905,11977,Comedy,PG-13,4.99,1,4,33,8
454,13200,905,14647,Comedy,PG-13,4.99,1,1,33,8
493,14505,905,15952,Comedy,PG-13,4.99,1,3,34,8
267,796,168,2063,Classics,PG-13,4.99,2,6,24,6
38,2018,168,3469,Classics,PG-13,7.99,1,3,27,7
376,2527,168,3978,Classics,PG-13,6.99,2,4,27,7
581,3365,168,4812,Classics,PG-13,8.99,1,6,27,7
555,3425,168,4872,Classics,PG-13,2.99,2,6,27,7
593,5280,168,6727,Classics,PG-13,2.99,2,3,28,7
163,7131,168,8578,Classics,PG-13,4.99,1,6,30,7
210,7308,168,8755,Classics,PG-13,8.99,2,6,30,7
460,7686,168,9133,Classics,PG-13,6.99,1,7,30,7
159,7942,168,9389,Classics,PG-13,2.99,2,7,30,7
300,8988,168,10435,Classics,PG-13,2.99,2,2,31,8
53,10749,168,12196,Classics,PG-13,2.99,1,5,33,8
294,11562,168,13009,Classics,PG-13,6.99,1,6,33,8
531,11849,168,13296,Classics,PG-13,8.99,2,6,33,8
584,12778,168,14225,Classics,PG-13,5.99,2,1,33,8
514,14093,168,15540,Classics,PG-13,5.99,2,3,34,8
391,499,303,1728,Games,G,2.99,1,5,24,6
423,1389,303,2744,Games,G,2.99,2,1,24,6
184,1940,303,3378,Games,G,5.99,1,3,25,6
57,2317,303,3768,Games,G,2.99,1,4,27,7
82,2425,303,3876,Games,G,2.99,2,4,27,7
462,3132,303,4583,Games,G,2.99,2,6,27,7
438,4294,303,5741,Games,G,2.99,1,1,27,7
562,5715,303,7162,Games,G,3.99,2,4,30,7
12,5863,303,7310,Games,G,4.99,2,4,30,7
438,7882,303,9329,Games,G,2.99,2,7,30,7
460,8187,303,9634,Games,G,2.99,1,1,30,7
298,8812,303,10259,Games,G,4.99,2,2,31,8
486,9736,303,11183,Games,G,3.99,1,3,31,8
119,11087,303,12534,Games,G,2.99,1,5,33,8
580,12290,303,13737,Games,G,2.99,2,7,33,8
260,12615,303,14062,Games,G,6.99,2,7,33,8
466,14098,303,15545,Games,G,3.99,2,3,34,8
281,14497,303,15944,Games,G,5.99,2,3,34,8
426,14583,303,16030,Games,G,2.99,1,3,34,8
526,83,314,1253,Horror,G,4.99,2,4,24,6
93,2141,314,3592,Horror,G,8.99,1,4,27,7
206,3279,314,4726,Horror,G,4.99,1,6,27,7
520,4097,314,5544,Horror,G,5.99,2,1,27,7
347,4107,314,5554,Horror,G,4.99,2,1,27,7
176,5414,314,6861,Horror,G,7.99,1,3,28,7
346,5641,314,7088,Horror,G,6.99,2,4,30,7
157,6371,314,7818,Horror,G,4.99,1,5,30,7
577,7220,314,8667,Horror,G,6.99,1,6,30,7
179,7860,314,9307,Horror,G,7.99,2,7,30,7
312,8430,314,9877,Horror,G,8.99,1,1,30,7
561,9455,314,10902,Horror,G,4.99,1,3,31,8
122,11430,314,12877,Horror,G,5.99,2,6,33,8
16,11888,314,13335,Horror,G,8.99,1,6,33,8
169,12081,314,13528,Horror,G,4.99,2,7,33,8
325,12810,314,14257,Horror,G,8.99,1,1,33,8
59,13537,314,14984,Horror,G,4.99,1,2,34,8
82,14149,314,15596,Horror,G,4.99,1,3,34,8
365,1580,653,2959,Classics,R,3.99,1,2,25,6
78,1743,653,3148,Classics,R,2.99,1,2,25,6
96,2179,653,3630,Classics,R,1.99,1,4,27,7
370,3593,653,5040,Classics,R,1.99,1,7,27,7
346,4058,653,5505,Classics,R,3.99,1,1,27,7
284,4863,653,6310,Classics,R,0.99,1,2,28,7
423,6755,653,8202,Classics,R,4.99,1,5,30,7
166,7157,653,8604,Classics,R,0.99,1,6,30,7
357,8975,653,10422,Classics,R,3.99,1,2,31,8
427,9053,653,10500,Classics,R,1.99,1,2,31,8
406,11853,653,13300,Classics,R,1.99,1,6,33,8
94,12881,653,14328,Classics,R,4.99,1,1,33,8
63,13142,653,14589,Classics,R,2.99,1,1,33,8
373,13318,653,14765,Classics,R,1.99,1,1,33,8
149,310,815,1515,Classics,PG-13,6.99,1,4,24,6
374,2871,815,4322,Classics,PG-13,7.99,1,5,27,7
487,2927,815,4378,Classics,PG-13,2.99,1,5,27,7
113,8586,815,10033,Classics,PG-13,2.99,1,1,30,7
325,8760,815,10207,Classics,PG-13,2.99,1,2,31,8
387,9166,815,10613,Classics,PG-13,3.99,1,2,31,8
425,10383,815,11830,Classics,PG-13,2.99,1,4,33,8
35,10835,815,12282,Classics,PG-13,2.99,1,5,33,8
540,14500,815,15947,Classics,PG-13,3.99,1,3,34,8
256,223,901,1418,Animation,G,6.99,2,4,24,6
361,288,901,1490,Animation,G,0.99,1,4,24,6
146,1274,901,2611,Animation,G,0.99,1,1,24,6
113,1631,901,3015,Animation,G,2.99,2,2,25,6
395,2419,901,3870,Animation,G,6.99,1,4,27,7
366,3129,901,4580,Animation,G,1.99,2,6,27,7
431,3767,901,5214,Animation,G,5.99,2,7,27,7
236,4597,901,6044,Animation,G,2.99,1,2,28,7
161,4914,901,6361,Animation,G,6.99,1,2,28,7
598,5069,901,6516,Animation,G,4.99,2,3,28,7
95,6358,901,7805,Animation,G,2.99,2,5,30,7
121,7305,901,8752,Animation,G,1.99,1,6,30,7
253,7448,901,8895,Animation,G,0.99,1,7,30,7
330,7490,901,8937,Animation,G,0.99,1,7,30,7
188,7790,901,9237,Animation,G,2.99,1,7,30,7
365,8640,901,10087,Animation,G,0.99,2,1,30,7
440,9590,901,11037,Animation,G,6.99,2,3,31,8
584,11393,901,12840,Animation,G,2.99,1,6,33,8
258,11767,901,13214,Animation,G,0.99,1,6,33,8
369,12511,901,13958,Animation,G,1.99,1,7,33,8
240,12547,901,13994,Animation,G,3.99,2,7,33,8
151,12713,901,14160,Animation,G,0.99,2,1,33,8
233,13405,901,14852,Animation,G,0.99,2,2,34,8
446,14338,901,15785,Animation,G,6.99,1,3,34,8
170,759,176,2021,Drama,NC-17,4.99,2,6,24,6
121,883,176,2167,Drama,NC-17,4.99,1,6,24,6
506,1730,176,3134,Drama,NC-17,5.99,1,2,25,6
255,2428,176,3879,Drama,NC-17,4.99,2,4,27,7
27,2820,176,4271,Drama,NC-17,4.99,2,5,27,7
40,2965,176,4416,Drama,NC-17,5.99,1,5,27,7
426,3921,176,5368,Drama,NC-17,4.99,2,7,27,7
451,4578,176,6025,Drama,NC-17,4.99,1,2,28,7
230,4705,176,6152,Drama,NC-17,4.99,1,2,28,7
80,4712,176,6159,Drama,NC-17,5.99,1,2,28,7
301,5547,176,6994,Drama,NC-17,4.99,2,4,30,7
33,5633,176,7080,Drama,NC-17,6.99,1,4,30,7
70,7198,176,8645,Drama,NC-17,6.99,2,6,30,7
267,7658,176,9105,Drama,NC-17,5.99,2,7,30,7
262,8417,176,9864,Drama,NC-17,4.99,1,1,30,7
520,8645,176,10092,Drama,NC-17,5.99,1,1,30,7
239,9207,176,10654,Drama,NC-17,5.99,1,2,31,8
300,10178,176,11625,Drama,NC-17,6.99,1,4,33,8
254,13203,176,14650,Drama,NC-17,4.99,1,1,33,8
170,13353,176,14800,Drama,NC-17,4.99,1,2,34,8
294,13806,176,15253,Drama,NC-17,4.99,2,2,34,8
201,14238,176,15685,Drama,NC-17,4.99,1,3,34,8
298,14258,176,15705,Drama,NC-17,4.99,2,3,34,8
138,14436,176,15883,Drama,NC-17,4.99,2,3,34,8
163,1649,563,3037,Music,PG-13,0.99,2,2,25,6
483,1836,563,3252,Music,PG-13,0.99,1,3,25,6
137,3477,563,4924,Music,PG-13,0.99,1,6,27,7
271,4083,563,5530,Music,PG-13,0.99,2,1,27,7
322,4740,563,6187,Music,PG-13,2.99,1,2,28,7
265,5093,563,6540,Music,PG-13,0.99,2,3,28,7
65,5293,563,6740,Music,PG-13,0.99,1,3,28,7
233,6256,563,7703,Music,PG-13,0.99,1,5,30,7
212,6524,563,7971,Music,PG-13,2.99,1,5,30,7
419,7140,563,8587,Music,PG-13,0.99,2,6,30,7
41,8523,563,9970,Music,PG-13,1.99,1,1,30,7
263,9318,563,10765,Music,PG-13,0.99,2,2,31,8
471,9945,563,11392,Music,PG-13,1.99,1,3,31,8
91,10569,563,12016,Music,PG-13,0.99,1,4,33,8
65,10958,563,12405,Music,PG-13,0.99,2,5,33,8
312,11859,563,13306,Music,PG-13,0.99,1,6,33,8
38,11993,563,13440,Music,PG-13,0.99,1,7,33,8
7,14150,563,15597,Music,PG-13,0.99,1,3,34,8
324,14275,563,15722,Music,PG-13,0.99,2,3,34,8
198,13,717,1173,Horror,PG-13,2.99,2,4,24,6
166,752,717,2011,Horror,PG-13,3.99,2,6,24,6
140,3642,717,5089,Horror,PG-13,2.99,2,7,27,7
326,4020,717,5467,Horror,PG-13,5.99,1,7,27,7
538,4448,717,5895,Horror,PG-13,2.99,2,1,27,7
201,4717,717,6164,Horror,PG-13,2.99,2,2,28,7
493,4807,717,6254,Horror,PG-13,2.99,1,2,28,7
362,6261,717,7708,Horror,PG-13,2.99,2,5,30,7
123,6626,717,8073,Horror,PG-13,2.99,1,5,30,7
526,6781,717,8228,Horror,PG-13,4.99,2,6,30,7
519,9299,717,10746,Horror,PG-13,5.99,2,2,31,8
359,9697,717,11144,Horror,PG-13,5.99,1,3,31,8
494,12187,717,13634,Horror,PG-13,2.99,2,7,33,8
169,12638,717,14085,Horror,PG-13,2.99,1,1,33,8
131,14122,717,15569,Horror,PG-13,5.99,1,3,34,8
595,14124,717,15571,Horror,PG-13,2.99,2,3,34,8
106,731,865,1989,Children,NC-17,3.99,1,6,24,6
447,1023,865,2332,Children,NC-17,3.99,2,7,24,6
570,3248,865,4695,Children,NC-17,0.99,1,6,27,7
125,3259,865,4706,Children,NC-17,2.99,1,6,27,7
48,4887,865,6334,Children,NC-17,3.99,2,2,28,7
232,5426,865,6873,Children,NC-17,1.99,2,3,28,7
507,5569,865,7016,Children,NC-17,0.99,1,4,30,7
378,6246,865,7693,Children,NC-17,1.99,1,5,30,7
25,8271,865,9718,Children,NC-17,0.99,2,1,30,7
521,8620,865,10067,Children,NC-17,0.99,1,1,30,7
96,8678,865,10125,Children,NC-17,0.99,1,1,30,7
37,9309,865,10756,Children,NC-17,2.99,2,2,31,8
141,10636,865,12083,Children,NC-17,4.99,1,4,33,8
39,10642,865,12089,Children,NC-17,0.99,1,4,33,8
129,11459,865,12906,Children,NC-17,0.99,2,6,33,8
548,12133,865,13580,Children,NC-17,0.99,1,3,7,2
468,12999,865,14446,Children,NC-17,0.99,2,1,33,8
339,13653,865,15100,Children,NC-17,0.99,1,2,34,8
562,5156,80,6603,Music,PG,8.99,2,3,28,7
52,5756,80,7203,Music,PG,5.99,1,4,30,7
